,date,platform,country,country_x_language,media,campaign_id,campaign_name,ad_id,ad_name,short_ad_name,ad_type,ad_creative_type,spend,impressions,clicks,installs,sales,purchases (D0),purchases (D7),purchases_value (D0),purchases_value (D7)
886,2022-06-02,iOS,DE,DE-ru,applovin_int,cmp_0006,acq_ww_applovin_ios_display_perf_obj-c,ad_001024,RU_202112_V_L_UGC-OUTDOOR_CONVENIENCE_HOOK2,UGC-OUTDOOR_CONVENIENCE_HOOK2_RU,GRAPHIC,VIDEO_PLAY,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1844,2022-06-02,iOS,DE,DE-ru,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_001017,RU_202112_V_L_UGC-OUTDOOR_CONVENIENCE_HOOK2,UGC-OUTDOOR_CONVENIENCE_HOOK2_RU,GRAPHIC,PLAY,0.0,26.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
2648,2022-06-02,iOS,DE,DE-ru,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_001018,RU_202105_S_S_BEFORE-AFTER_CONVENIENCE_HOOK1,BEFORE-AFTER_CONVENIENCE_HOOK1_RU,GRAPHIC,PLAY,0.0,34.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
4536,2022-06-02,iOS,DE,DE-ru,applovin_int,cmp_0001,acq_ww_applovin_ios_display_perf_obj-a,ad_001031,RU_202111_C_L_RECIPE-DEMO_ONBOARDING_HOOK1,RECIPE-DEMO_ONBOARDING_HOOK1_RU,REWARD,VIDEO_PLAY,2.6729512989999997,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
5292,2022-06-02,iOS,DE,DE-ru,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_001020,RU_202111_C_L_RECIPE-DEMO_ONBOARDING_HOOK1,RECIPE-DEMO_ONBOARDING_HOOK1_RU,GRAPHIC,VIDEO_PLAY,7.4421976638,392.0,339.0,3.0,0.0,0.0,0.0,0.0,0.0
7175,2022-06-02,iOS,DE,DE-ru,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_001019,RU_202105_C_S_PRODUCT-DEMO_CONVENIENCE_LIGHT,PRODUCT-DEMO_CONVENIENCE_LIGHT_RU,GRAPHIC,VIDEO_PLAY,0.0,565.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0
11952,2022-06-02,iOS,DE,DE-ru,applovin_int,cmp_0001,acq_ww_applovin_ios_display_perf_obj-a,ad_001027,RU_202105_C_S_PRODUCT-DEMO_CONVENIENCE_LIGHT,PRODUCT-DEMO_CONVENIENCE_LIGHT_RU,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12922,2022-06-02,iOS,DE,DE-ru,applovin_int,cmp_0006,acq_ww_applovin_ios_display_perf_obj-c,ad_001026,RU_202111_C_L_RECIPE-DEMO_ONBOARDING_HOOK1,RECIPE-DEMO_ONBOARDING_HOOK1_RU,REWARD,VIDEO_PLAY,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
13051,2022-06-02,iOS,DE,DE-ru,applovin_int,cmp_0006,acq_ww_applovin_ios_display_perf_obj-c,ad_001022,RU_202105_C_S_PRODUCT-DEMO_CONVENIENCE_LIGHT,PRODUCT-DEMO_CONVENIENCE_LIGHT_RU,GRAPHIC,VIDEO_PLAY,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
14482,2022-06-02,iOS,DE,DE-ru,applovin_int,cmp_0006,acq_ww_applovin_ios_display_perf_obj-c,ad_001023,RU_202105_S_S_BEFORE-AFTER_CONVENIENCE_HOOK1,BEFORE-AFTER_CONVENIENCE_HOOK1_RU,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15968,2022-06-02,iOS,DE,DE-ru,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_001021,RU_202110_C_XL_WATER-TRACK_GAMIFICATION_CTAEND,WATER-TRACK_GAMIFICATION_CTAEND_RU,GRAPHIC,VIDEO_PLAY,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1880,2022-06-02,iOS,DE,DE-se,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_002292,SE_202102_V_S_TESTIMONIAL_VALUE-PROP_CONCAT,TESTIMONIAL_VALUE-PROP_CONCAT_SE,GRAPHIC,VIDEO_PLAY,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
3475,2022-06-02,iOS,DE,DE-se,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_001707,SE_202105_V_S_CHALLENGE-30D_SOCIAL-PROOF_HOOK2,CHALLENGE-30D_SOCIAL-PROOF_HOOK2_SE,GRAPHIC,VIDEO_PLAY,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7376,2022-06-02,iOS,DE,DE-se,applovin_int,cmp_0001,acq_ww_applovin_ios_display_perf_obj-a,ad_001243,SE_202111_V_XL_HEALTHY-HABITS_SOCIAL-PROOF_DARK,HEALTHY-HABITS_SOCIAL-PROOF_DARK_SE,GRAPHIC,VIDEO_PLAY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8456,2022-06-02,iOS,DE,DE-se,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_002287,SE_202104_S_XL_GROCERY-LIST_FEATURE-FOCUS_DARK,GROCERY-LIST_FEATURE-FOCUS_DARK_SE,GRAPHIC,VIDEO_PLAY,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
9056,2022-06-02,iOS,DE,DE-se,applovin_int,cmp_0001,acq_ww_applovin_ios_display_perf_obj-a,ad_002310,SE_202102_V_S_TESTIMONIAL_VALUE-PROP_CONCAT,TESTIMONIAL_VALUE-PROP_CONCAT_SE,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12596,2022-06-02,iOS,DE,DE-se,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_001204,SE_202111_V_XL_HEALTHY-HABITS_SOCIAL-PROOF_DARK,HEALTHY-HABITS_SOCIAL-PROOF_DARK_SE,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13801,2022-06-02,iOS,DE,DE-se,applovin_int,cmp_0006,acq_ww_applovin_ios_display_perf_obj-c,ad_002293,SE_202104_S_XL_GROCERY-LIST_FEATURE-FOCUS_DARK,GROCERY-LIST_FEATURE-FOCUS_DARK_SE,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14069,2022-06-02,iOS,DE,DE-se,applovin_int,cmp_0006,acq_ww_applovin_ios_display_perf_obj-c,ad_001721,SE_202105_V_S_CHALLENGE-30D_SOCIAL-PROOF_HOOK2,CHALLENGE-30D_SOCIAL-PROOF_HOOK2_SE,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14303,2022-06-02,iOS,DE,DE-se,applovin_int,cmp_0006,acq_ww_applovin_ios_display_perf_obj-c,ad_001224,SE_202111_V_XL_HEALTHY-HABITS_SOCIAL-PROOF_DARK,HEALTHY-HABITS_SOCIAL-PROOF_DARK_SE,GRAPHIC,VIDEO_PLAY,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
15357,2022-06-02,iOS,DE,DE-se,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_000774,SE_202105_C_S_PORTION-GUIDE_ONBOARDING_DARK,PORTION-GUIDE_ONBOARDING_DARK_SE,REWARD,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
524,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_000052,SP_202110_C_S_PRODUCT-DEMO_SOCIAL-PROOF_CTAEND,PRODUCT-DEMO_SOCIAL-PROOF_CTAEND_SP,GRAPHIC,VIDEO_PLAY,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_000464,SP_202109_V_XL_QUIZ-INTERACTIVE_MOTIVATION_CTAEND,QUIZ-INTERACTIVE_MOTIVATION_CTAEND_SP,GRAPHIC,VIDEO_PLAY,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1035,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_000473,SP_202102_C_S_UGC-KITCHEN_PROBLEM-SOLUTION_CONCAT,UGC-KITCHEN_PROBLEM-SOLUTION_CONCAT_SP,GRAPHIC,PLAY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1044,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_001340,SP_202104_S_XL_UGC-KITCHEN_ONBOARDING_HOOK1,UGC-KITCHEN_ONBOARDING_HOOK1_SP,REWARD,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1239,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0006,acq_ww_applovin_ios_display_perf_obj-c,ad_001891,SP_202103_S_M_PORTION-GUIDE_ONBOARDING_LOOPED,PORTION-GUIDE_ONBOARDING_LOOPED_SP,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1378,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0006,acq_ww_applovin_ios_display_perf_obj-c,ad_001901,SP_202108_S_S_PHOTO-SCAN_MOTIVATION_LIGHT,PHOTO-SCAN_MOTIVATION_LIGHT_SP,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2379,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0006,acq_ww_applovin_ios_display_perf_obj-c,ad_000122,SP_202101_C_S_FOODSWAP_VALUE-PROP_HOOK1,FOODSWAP_VALUE-PROP_HOOK1_SP,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2481,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0006,acq_ww_applovin_ios_display_perf_obj-c,ad_000126,SP_202102_S_M_WATER-TRACK_RESULTS_CONCAT,WATER-TRACK_RESULTS_CONCAT_SP,GRAPHIC,VIDEO_PLAY,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
4743,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0006,acq_ww_applovin_ios_display_perf_obj-c,ad_000136,SP_202110_S_L_WATER-TRACK_ONBOARDING_HOOK2,WATER-TRACK_ONBOARDING_HOOK2_SP,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5193,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_000034,SP_202103_V_M_CALORIE-GOAL_PROBLEM-SOLUTION_HOOK2,CALORIE-GOAL_PROBLEM-SOLUTION_HOOK2_SP,GRAPHIC,VIDEO_PLAY,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
5711,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0006,acq_ww_applovin_ios_display_perf_obj-c,ad_001888,SP_202107_S_L_PRODUCT-DEMO_PROBLEM-SOLUTION_HOOK1,PRODUCT-DEMO_PROBLEM-SOLUTION_HOOK1_SP,GRAPHIC,VIDEO_PLAY,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
6096,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0001,acq_ww_applovin_ios_display_perf_obj-a,ad_000744,SP_202109_S_XL_RECIPE-DEMO_HOWTO_SUBTITLED,RECIPE-DEMO_HOWTO_SUBTITLED_SP,REWARD,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7989,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_000033,SP_202102_S_M_WATER-TRACK_RESULTS_CONCAT,WATER-TRACK_RESULTS_CONCAT_SP,GRAPHIC,VIDEO_PLAY,0.0,36.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
8524,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_000024,SP_202110_S_L_WATER-TRACK_ONBOARDING_HOOK2,WATER-TRACK_ONBOARDING_HOOK2_SP,GRAPHIC,VIDEO_PLAY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8637,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_000029,SP_202101_C_S_FOODSWAP_VALUE-PROP_HOOK1,FOODSWAP_VALUE-PROP_HOOK1_SP,REWARD,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8687,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0001,acq_ww_applovin_ios_display_perf_obj-a,ad_000743,SP_202109_V_XL_QUIZ-INTERACTIVE_MOTIVATION_CTAEND,QUIZ-INTERACTIVE_MOTIVATION_CTAEND_SP,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8716,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0006,acq_ww_applovin_ios_display_perf_obj-c,ad_000462,SP_202109_V_XL_QUIZ-INTERACTIVE_MOTIVATION_CTAEND,QUIZ-INTERACTIVE_MOTIVATION_CTAEND_SP,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8897,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_001873,SP_202103_S_M_PORTION-GUIDE_ONBOARDING_LOOPED,PORTION-GUIDE_ONBOARDING_LOOPED_SP,GRAPHIC,VIDEO_PLAY,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
9209,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_001876,SP_202112_S_S_GROCERY-LIST_SOCIAL-PROOF_CTAEND,GROCERY-LIST_SOCIAL-PROOF_CTAEND_SP,GRAPHIC,VIDEO_PLAY,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
10747,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_000018,SP_202101_V_XL_PORTION-GUIDE_SOCIAL-PROOF_CTAEND,PORTION-GUIDE_SOCIAL-PROOF_CTAEND_SP,GRAPHIC,VIDEO_PLAY,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
11314,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0006,acq_ww_applovin_ios_display_perf_obj-c,ad_002301,SP_202112_S_S_PORTION-GUIDE_VALUE-PROP_HOOK2,PORTION-GUIDE_VALUE-PROP_HOOK2_SP,GRAPHIC,VIDEO_PLAY,3.59986535155,23.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
11535,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_000030,SP_202112_S_S_PORTION-GUIDE_MOTIVATION_CONCAT,PORTION-GUIDE_MOTIVATION_CONCAT_SP,GRAPHIC,PLAY,0.0,30.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
11920,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_000023,SP_202106_S_L_UGC-KITCHEN_ONBOARDING_CTAEND,UGC-KITCHEN_ONBOARDING_CTAEND_SP,REWARD,VIDEO_PLAY,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13423,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_001869,SP_202107_S_L_PRODUCT-DEMO_PROBLEM-SOLUTION_HOOK1,PRODUCT-DEMO_PROBLEM-SOLUTION_HOOK1_SP,GRAPHIC,VIDEO_PLAY,0.0,20.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
13856,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0006,acq_ww_applovin_ios_display_perf_obj-c,ad_002294,SP_202103_V_M_EDUCATIONAL-TIPS_FEATURE-FOCUS_CTAEND,EDUCATIONAL-TIPS_FEATURE-FOCUS_CTAEND_SP,GRAPHIC,VIDEO_PLAY,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
13928,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_002285,SP_202103_V_M_EDUCATIONAL-TIPS_FEATURE-FOCUS_CTAEND,EDUCATIONAL-TIPS_FEATURE-FOCUS_CTAEND_SP,GRAPHIC,VIDEO_PLAY,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
14005,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_001880,SP_202108_S_S_PHOTO-SCAN_MOTIVATION_LIGHT,PHOTO-SCAN_MOTIVATION_LIGHT_SP,GRAPHIC,VIDEO_PLAY,0.0,26.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
14081,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0006,acq_ww_applovin_ios_display_perf_obj-c,ad_000127,SP_202103_V_M_CALORIE-GOAL_PROBLEM-SOLUTION_HOOK2,CALORIE-GOAL_PROBLEM-SOLUTION_HOOK2_SP,GRAPHIC,VIDEO_PLAY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14186,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0001,acq_ww_applovin_ios_display_perf_obj-a,ad_001919,SP_202108_S_S_PHOTO-SCAN_MOTIVATION_LIGHT,PHOTO-SCAN_MOTIVATION_LIGHT_SP,GRAPHIC,VIDEO_PLAY,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
14740,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_000478,SP_202109_S_XL_RECIPE-DEMO_HOWTO_SUBTITLED,RECIPE-DEMO_HOWTO_SUBTITLED_SP,REWARD,VIDEO_PLAY,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
15298,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_002283,SP_202112_S_S_PORTION-GUIDE_VALUE-PROP_HOOK2,PORTION-GUIDE_VALUE-PROP_HOOK2_SP,REWARD,VIDEO_PLAY,0.0,70.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
16250,2022-06-02,iOS,DE,DE-sp,applovin_int,cmp_0001,acq_ww_applovin_ios_display_perf_obj-a,ad_001906,SP_202107_S_L_PRODUCT-DEMO_PROBLEM-SOLUTION_HOOK1,PRODUCT-DEMO_PROBLEM-SOLUTION_HOOK1_SP,REWARD,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1474,2022-06-02,iOS,DE,DE-tr,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_001004,TR_202108_C_L_HEALTHY-HABITS_GAMIFICATION_DARK,HEALTHY-HABITS_GAMIFICATION_DARK_TR,REWARD,PLAY,0.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
1818,2022-06-02,iOS,DE,DE-tr,applovin_int,cmp_0001,acq_ww_applovin_ios_display_perf_obj-a,ad_001774,TR_202101_S_L_EDUCATIONAL-TIPS_VALUE-PROP_LIGHT,EDUCATIONAL-TIPS_VALUE-PROP_LIGHT_TR,REWARD,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2033,2022-06-02,iOS,DE,DE-tr,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_001719,TR_202101_V_XL_UGC-OUTDOOR_CONVENIENCE_HOOK2,UGC-OUTDOOR_CONVENIENCE_HOOK2_TR,REWARD,VIDEO_PLAY,1.67666642745,12.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
2222,2022-06-02,iOS,DE,DE-tr,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_001713,TR_202101_S_L_EDUCATIONAL-TIPS_VALUE-PROP_LIGHT,EDUCATIONAL-TIPS_VALUE-PROP_LIGHT_TR,REWARD,VIDEO_PLAY,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2587,2022-06-02,iOS,DE,DE-tr,applovin_int,cmp_0001,acq_ww_applovin_ios_display_perf_obj-a,ad_001777,TR_202104_V_S_HEALTHY-HABITS_ONBOARDING_LOOPED,HEALTHY-HABITS_ONBOARDING_LOOPED_TR,GRAPHIC,VIDEO_PLAY,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3093,2022-06-02,iOS,DE,DE-tr,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_001007,TR_202110_C_S_WATER-TRACK_MOTIVATION_DARK,WATER-TRACK_MOTIVATION_DARK_TR,GRAPHIC,VIDEO_PLAY,0.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
3492,2022-06-02,iOS,DE,DE-tr,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_000995,TR_202106_S_L_CHALLENGE-30D_HOWTO_SUBTITLED,CHALLENGE-30D_HOWTO_SUBTITLED_TR,GRAPHIC,PLAY,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
5385,2022-06-02,iOS,DE,DE-tr,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_001710,TR_202102_S_M_UGC-KITCHEN_SOCIAL-PROOF_CONCAT,UGC-KITCHEN_SOCIAL-PROOF_CONCAT_TR,GRAPHIC,VIDEO_PLAY,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
7863,2022-06-02,iOS,DE,DE-tr,applovin_int,cmp_0006,acq_ww_applovin_ios_display_perf_obj-c,ad_001003,TR_202108_C_L_HEALTHY-HABITS_GAMIFICATION_DARK,HEALTHY-HABITS_GAMIFICATION_DARK_TR,REWARD,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8696,2022-06-02,iOS,DE,DE-tr,applovin_int,cmp_0001,acq_ww_applovin_ios_display_perf_obj-a,ad_001764,TR_202102_S_M_UGC-KITCHEN_SOCIAL-PROOF_CONCAT,UGC-KITCHEN_SOCIAL-PROOF_CONCAT_TR,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9926,2022-06-02,iOS,DE,DE-tr,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_002284,TR_202105_V_XL_UGC-OUTDOOR_ONBOARDING_HOOK2,UGC-OUTDOOR_ONBOARDING_HOOK2_TR,GRAPHIC,VIDEO_PLAY,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
11294,2022-06-02,iOS,DE,DE-tr,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_000992,TR_202112_C_L_QUIZ-INTERACTIVE_HOWTO_HOOK1,QUIZ-INTERACTIVE_HOWTO_HOOK1_TR,GRAPHIC,PLAY,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12804,2022-06-02,iOS,DE,DE-tr,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_001015,TR_202101_S_S_UGC-KITCHEN_MOTIVATION_CONCAT,UGC-KITCHEN_MOTIVATION_CONCAT_TR,GRAPHIC,PLAY,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
12836,2022-06-02,iOS,DE,DE-tr,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_001718,TR_202104_V_S_HEALTHY-HABITS_ONBOARDING_LOOPED,HEALTHY-HABITS_ONBOARDING_LOOPED_TR,GRAPHIC,PLAY,0.0,58.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
12935,2022-06-02,iOS,DE,DE-tr,applovin_int,cmp_0006,acq_ww_applovin_ios_display_perf_obj-c,ad_002553,TR_202105_C_M_UGC-KITCHEN_HOWTO_LIGHT,UGC-KITCHEN_HOWTO_LIGHT_TR,REWARD,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13413,2022-06-02,iOS,DE,DE-tr,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_000989,TR_202111_C_XL_FOODSWAP_FEATURE-FOCUS_CONCAT,FOODSWAP_FEATURE-FOCUS_CONCAT_TR,GRAPHIC,PLAY,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
13806,2022-06-02,iOS,DE,DE-tr,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_002286,TR_202111_S_S_UGC-LIVINGROOM_RESULTS_HOOK2,UGC-LIVINGROOM_RESULTS_HOOK2_TR,REWARD,VIDEO_PLAY,0.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
14553,2022-06-02,iOS,DE,DE-tr,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_001009,TR_202110_C_XL_BARCODE-SCAN_VALUE-PROP_CTAEND,BARCODE-SCAN_VALUE-PROP_CTAEND_TR,GRAPHIC,VIDEO_PLAY,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
14711,2022-06-02,iOS,DE,DE-tr,applovin_int,cmp_0006,acq_ww_applovin_ios_display_perf_obj-c,ad_001748,TR_202104_V_S_HEALTHY-HABITS_ONBOARDING_LOOPED,HEALTHY-HABITS_ONBOARDING_LOOPED_TR,GRAPHIC,VIDEO_PLAY,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
14917,2022-06-02,iOS,DE,DE-tr,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_001714,TR_202108_V_L_UGC-OUTDOOR_CONVENIENCE_DARK,UGC-OUTDOOR_CONVENIENCE_DARK_TR,GRAPHIC,PLAY,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
15083,2022-06-02,iOS,DE,DE-tr,applovin_int,cmp_0006,acq_ww_applovin_ios_display_perf_obj-c,ad_002303,TR_202105_V_XL_UGC-OUTDOOR_ONBOARDING_HOOK2,UGC-OUTDOOR_ONBOARDING_HOOK2_TR,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15976,2022-06-02,iOS,DE,DE-tr,applovin_int,cmp_0003,acq_ww_applovin_ios_display_perf_obj-b,ad_001000,TR_202105_C_M_UGC-KITCHEN_HOWTO_LIGHT,UGC-KITCHEN_HOWTO_LIGHT_TR,GRAPHIC,PLAY,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
